,categoriaImmobiliare,sottoCategoriaImmobiliare,lista_piani,datiMetriciNettiManuali,tipoRiferimento,annoRiferimento,spessoreMuri,superficieLordaMq,numeroPiano,superficieMq,giardinoSuperficieLordaMq,accessoCarrabile,altezzaMediaLocaliPrincipaliCm,postoAutoScoperto,altriAccessoriAltro,denominatore,intPorteInterneMetallo,intPorteIngressoLegnoTamburato,intPorteInterneLegnoTamburato,num,superficieUtileMq,bagniNum,bagniSuperficieUtileMq,corridoiNum,corridoiSuperficieUtileMq,altezzaMediaUtileCm,superficieMqVaniAventiAltezzaMediaMinore230Cm,riscaldamento,condizionamento,videoCitofono,ascensoreServizio,acquaCalda,citofonico,camereParquet,cucinaBagnoPiastrelleCeramica,intPorteIngressoAltro,intPorteInterneLegnoMassello,estFinestreLegnoMassello,estVetroCameraLegnoMassello,altriAccessoriPiastrelleCeramica,intPorteIngressoMetallo,estFinestreAltro,estFinestreMetallo,superficieLordaComunicantiMq,camerePiastrelleCeramica,estVetroCameraAltro,intPorteIngressoLegnoMassello,camereAltro,cucinaBagnoParquet,altriAccessoriParquet,superficieLordaNonComunicantiMq,camereMarmo,cucinaBagnoMarmo,ascensoriNumero,camereGomme,pianiFuoriTerraNum,pianiFuoriTerraMc,pianiEntroTerraNum,pianiEntroTerraMc,estVetroCameraMetallo,cucinaBagnoAltro,cucinaBagnoPiastrelleScaglie,altriAccessoriPiastrelleScaglie,ascensoreUsoEsclusivo,montacarichi,altriAccessoriGomme,estDoppioInfissoLegnoMassello,intPorteInterneAltro,altriAccessoriMarmo,altriAccessoriMoquette,camereMoquette,estDoppioInfissoAltro,cucinaBagnoGomme,camerePiastrelleScaglie,estDoppioInfissoMetallo,altroSuperficieLordaMq,cucinaBagnoMoquette,ZONA,CATEGORIA,CLASSE,CONSISTENZA,SUPERFICIE,RENDITA_EURO,VALIMIS,PIANI
3448,0,5001.0,1.0,1,0,2020.0,1.0,74.0,0.0,14.0,108.0,0,250.0,0,0,1.0,0,0,0,3.0,54.0,1.0,5.0,2.0,7.0,260.0,20.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,12.0,0,1,0,1,0,0,17.0,0,0,1.0,0,2.0,2857.0,1.0,1367.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.0,0,2,2,5,4.0,78.0,52058.16,0,3
